id,title,slug,description,playlist_id,url,published_at,position,created_at,updated_at
1MeCBtrq1sU,केशु ने दिया काम से इस्तीफा I Shrimaan Shrimati | Full Episode 124 #Shrimanshrimati,kasha-na-thaya-kama-sa-isatafa-i-shrimaan-shrimati-full-episode-124-shrimanshrimati,"केशु ने दिया काम से इस्तीफा IShrimaan Shrimati | Full Episode  124 #Shrimanshrimati #comedy 

Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife. SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor

#youtube #youtuber #instagram #music #love #follow #like #explorepage #youtubers #youtubechannel #gaming #twitch #video #instagood #hiphop #memes #viral #subscribe #gamer #rap #facebook #explore #ps #art #soundcloud #k #artist #trending #Bollywood #india #webseries #show  #masti #video #Shrimanshrimati #comedy #mastikhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,,197,2024-02-16 17:29:59,2024-02-16 17:29:59
1oQqgdR0TxA,Shaktimaan - Episode 258,shaktimaan-episode-258,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-10-11 08:33:30,56,2024-02-16 16:48:01,2024-02-19 17:09:08
1Vk2YxN01WM,Shaktimaan - Episode 298,shaktimaan-episode-298,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-11-21 09:21:08,96,2024-02-16 16:48:01,2024-02-19 17:09:08
1YHSaXTq8UE,Shaktimaan - Episode 293,shaktimaan-episode-293,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-11-12 05:32:04,91,2024-02-16 16:48:01,2024-02-19 17:09:08
26-s7bB8BUo,Byomkesh Bakshi: Ep#27 - Paheli Gatha,byomkesh-bakshi-ep27-paheli-gatha,"Watch Byomkesh Bakshi's episode-27 'Paheli Gatha'. Byomkesh Bakshi  is a fictional detective in Bengali literature created by Sharadindu Bandyopadhyay. He is one of the most successful and popular characters in Bengali literature. 
Doordarshan now brings to you the entire series of this literary classic which was televised back in 1993 directed by the brilliant Basu Chatterjee. Actor Rajit Kapur played the role of Byomkesh Bakshi, for which he was highly praised. Ajit was played by K.K. Raina and Satyaboti was played by Sukanya Kulkarni who was the first actress to play the character.",PLUiMfS6qzIMxiHu2N2Px1ISp5vxCm3PMo,,2014-02-18 11:01:35,5,2024-02-16 17:21:50,2024-02-16 17:21:50
28WPaQM1E7U,Malgudi Days - मालगुडी डेज - Episode 37 - Salt & Sawdust - नमक और चीनी(Part 1),malgudi-days-malgada-daja-episode-37-salt-sawdust-namaka-oura-canapart-1,"Subscribe to Ultra Hindi - http://bit.ly/SubscribeUltraHindi

Malgudi Days - मालगुडी डेज - Episode 37 - Salt & Sawdust - नमक और चीनी(Part 1)

‘Salt & Sawdust’ is a light story that reflects a young couple’s dreams and ambitions. Swamy works in a factory and Veena is a housewife. Veena is a bad cook, so Swamy cooks everyday before going to work. Veena harbors dreams of becoming a writer and Swamy brings her a notebook to write. Many days and months pass, and Veena has not progressed much with her story. Finally, with the help of Swamy, Veena manages to complete a story. The story is a comedy and tells the tale of a Chinese dentist who falls in love with his toothless patient and how they get married. Swamy is a very good cook, and he has a brilliant idea. He suggest that the story should not merely mention the grand wedding but also give details of what food was served at the banquet with details of every dish. He also suggests that the recipe of the food served should form a detailed portion for people to appreciate the book. Finally they send it to the publishers. The story ends hilariously when the publishers want to print only the recipes and not the story! Thus, Veena who does not know how to cook becomes a famous recipe writer with the help of her husband Swamy!",PL_BnV0cOaQVrQ4mdkMDGp0pwl9QjRxMJY,,,36,2024-02-16 17:41:21,2024-02-16 17:41:21
2cv0nx6lvgo,Shrimaan Shrimati | Full Episode 81,shrimaan-shrimati-full-episode-81,"Keshav is disturbed by an unknown call. On the other hand, Koki's friend tells her that she had two lovers before her marriage and she did not tell about this to her husband. Dilruba asks Sapna that is she coming from London or Nepal, as her cap is of the Nepali design. Watch the entire episode to know more.


Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2013-11-14 13:29:46,80,2024-02-16 17:21:52,2024-02-19 17:09:08
2JT7do3zmO4,"Jaspal Bhatti's Flop Show | Doctor |  Ep 7",jaspal-bhattis-flop-show-doctor-ep-7,"In this episode, the 'Flop Show' takes a jibe at the medical negligence of the doctors. 

Bhatti Saheb who is playing a doctor in this episode is troubled with an old watch which his father in Law has gifted him. He is scared to change the watch as it will annoy his wife. In the midst, he loses his watch which he later suspects to have left it in a patient's intestine while operating him. So he takes on to recover the watch but in a clandestine way which will make you laugh aloud.",PLUiMfS6qzIMyisp9Ks0FxE9Ba4EpLQm0Z,,,3,2024-02-16 17:41:00,2024-02-16 17:41:00
2korcaxBcOg,Shaktimaan - Episode 187,shaktimaan-episode-187,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL3E110C16D04A4070,,2013-03-25 05:47:28,185,2024-02-16 16:10:21,2024-02-19 17:09:08
2sTyE4yTun0,Shaktimaan - Episode 238,shaktimaan-episode-238,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-09-06 11:55:12,36,2024-02-16 16:48:00,2024-02-19 17:09:08
2YIlK4u8z8A,Shrimaan Shrimati | Full Episode  114,shrimaan-shrimati-full-episode-114,"Koki tells Dilruba that they met co-incidentally. To this, Dilruba tells Koki that he saw her going downstairs and came to meet her. Keshav tells Gokhale that he would give an advertisement in paper to keep a lady paying guest in his house. Watch the entire episode to know more.

Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2013-11-14 13:03:25,112,2024-02-16 17:21:52,2024-02-19 17:09:08
38y-bMqr0DQ,Shaktimaan - Episode 277,shaktimaan-episode-277,"Shaktimaan is the ""Indian Super Hero"" who has been an icon for kids in India. Shaktimaan in his heroic avatar will be a powerhouse dedicated towards fighting against evil plans and saving the human kind. Shaktimaan is one among us, a young man with a good heart, standing tall as a savior of humanity, reminding us of who we are while unearthing and uprooting all evil, with a single purpose of saving this world, saving his world.",PL_BnV0cOaQVrWvLCMxLNEiSjMn9IjT0XO,,2013-10-29 08:48:59,75,2024-02-16 16:48:01,2024-02-19 17:09:08
3Bh7F-avFJA,Shrimaan Shrimati | Full Episode 47,shrimaan-shrimati-full-episode-47,"Chintu starts shouting before Kokila could hit him. She tells Chintu to stop acting and starts beating him. Dilruba comes in-between to stop her and holds Kokila's hands. Kokila then tells Dilruba to leave her hand. Watch this hilarious episode of Shrimaan Shrimati to know what happens next.

Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2013-08-30 16:17:00,46,2024-02-16 17:21:51,2024-02-19 17:09:08
3bTGfpcDvrw,Byomkesh Bakshi: Ep#13 - Chiriya Ghar Part 1,byomkesh-bakshi-ep13-chiriya-ghar-part-1,"Watch Byomkesh Bakshi's thirteenth episode 'Chiriya Ghar - Part'. Byomkesh Bakshi  is a fictional detective in Bengali literature created by Sharadindu Bandyopadhyay. He is one of the most successful and popular characters in Bengali literature. 
Doordarshan now brings to you the entire series of this literary classic which was televised back in 1993 directed by the brilliant Basu Chatterjee. Actor Rajit Kapur played the role of Byomkesh Bakshi, for which he was highly praised. Ajit was played by K.K. Raina and Satyaboti was played by Sukanya Kulkarni who was the first actress to play the character.",PLUiMfS6qzIMxiHu2N2Px1ISp5vxCm3PMo,,2014-02-05 11:58:04,21,2024-02-16 17:21:50,2024-02-16 17:21:50
3EUiW0_79tw,Shrimaan Shrimati | Full Episode  113,shrimaan-shrimati-full-episode-113,"Keshav tries to teach Chintu geography for his exams. Koki comes and tells Keshav that she wants Chintu to pass in the exams and if she teaches him, then he would not pass. Later, Ganga Mausi comes to Koki and tells her that she wants to watch television in her house. Watch the entire episode to know more.
Shrimaan Shrimati, a famous sitcom by Adhikari Brothers, reflects the notion of loving one's neighbor's wife.

SUBSCRIBE for the ultimate dose of laughter! https://www.youtube.com/user/mastiiikhor
Don't forget to Like, Comment and Share with your friends and family. Click to Subscribe - http://bit.ly/MastiKhor",PLn-69keDbw1LEVME-i3mW7VCOu_KGLCFi,,2013-11-14 13:28:12,111,2024-02-16 17:21:52,2024-02-19 17:09:08
3G8m5iE-z-s,Raja aur Rancho - Part 15,raja-aur-rancho-part-15,"Part 15 of Super HIt TV serial Raja Aur Rancho starring Mohan Bhandari, Ved Thappar, Wonder Monkey. Director: Murali Nallappa, Producer: Murali Nallappa. Synopsis : It requires just pure honesty to motivate Raja to get cracking into any complicated mystery; and his ever faithful partner Rancho (the wonder monkey) is instantly ready to follow the footsteps of his master with vital clues and his characteristics observations. However thick the mystery, however clever the opponent, Raja and Rancho know just how to unravel the truth from the most eluding forces of falsehood. Always ready to help honest friends and root out evil, Raja and Rancho travel through a wide cross section of characters, experiences and locales to provide the richest fare in crime bursting, pulsating with human emotions. Designed as a simple and racy entertainer for viewers of all age groups, it attempts to capture the intriguing world of machination, conmanship and deceit and the fascination process of how our heroes set about defeating the rivals",PL5FFD61A8A15A9D53,,2011-04-23 10:11:26,14,2024-02-16 17:12:45,2024-02-16 17:12:45
